"Abrangência";"Qt Aptos";"Qt Aptos Totalizados";"Comparecimento";"Abstenção";"Qt Seções";"Qt Seções Totalizadas"
"AUGUSTO DE LIMA";"4.390";"4.390";"3.611";"779";"18";"18"
"BORBA";"18.621";"18.621";"14.743";"3.878";"53";"53"
"ALMINO AFONSO";"4.965";"4.965";"4.622";"343";"19";"19"
"CONDEÚBA";"14.701";"14.701";"11.885";"2.816";"55";"55"
"CAATIBA";"7.691";"7.691";"5.929";"1.762";"28";"28"
"GASPAR";"40.332";"40.332";"35.612";"4.720";"111";"111"
"CODAJÁS";"14.058";"14.058";"11.151";"2.907";"54";"54"
"ARAÇATUBA";"138.209";"138.209";"112.111";"26.098";"400";"400"
"DUAS BARRAS";"9.016";"9.016";"8.089";"927";"28";"28"
"JUCURUÇU";"8.230";"8.230";"7.039";"1.191";"29";"29"
"BANZAÊ";"9.721";"9.721";"7.617";"2.104";"36";"36"
"ORÓS";"18.255";"18.255";"14.608";"3.647";"66";"66"
"ALHANDRA";"16.020";"16.020";"14.264";"1.756";"44";"44"
"BORÁ";"1.071";"1.071";"994";"77";"3";"3"
"FLORA RICA";"1.897";"1.897";"1.774";"123";"6";"6"
"SANCLERLÂNDIA";"7.100";"7.100";"6.423";"677";"22";"22"
"PRIMEIRO DE MAIO";"8.212";"8.212";"7.493";"719";"26";"26"
"NOVA ROMA";"2.885";"2.885";"2.575";"310";"11";"11"
"SÃO GERALDO DO BAIXIO";"2.818";"2.818";"2.507";"311";"9";"9"
"SÃO FRANCISCO DO PIAUÍ";"5.458";"5.458";"4.439";"1.019";"25";"25"
"NOVA AMÉRICA";"2.099";"2.099";"1.989";"110";"6";"6"
"SALITRE";"12.347";"12.347";"10.333";"2.014";"47";"47"
"DIAMANTE";"5.633";"5.633";"4.566";"1.067";"20";"20"
"SÃO MAMEDE";"6.467";"6.467";"5.612";"855";"21";"21"
"JUQUITIBA";"22.436";"22.436";"18.296";"4.140";"63";"63"
"UCHOA";"8.115";"8.115";"6.895";"1.220";"19";"19"
"PARAÍSO DO SUL";"6.134";"6.134";"5.435";"699";"23";"23"
"AFOGADOS DA INGAZEIRA";"28.112";"28.112";"22.039";"6.073";"83";"83"
"SÃO JOSÉ DO SABUGI";"3.449";"3.449";"3.293";"156";"13";"13"
"SULINA";"2.923";"2.923";"2.666";"257";"11";"11"
"CAIEIRAS";"61.317";"61.317";"52.446";"8.871";"158";"158"
"RIO MANSO";"4.316";"4.316";"3.942";"374";"15";"15"
"ARCEBURGO";"6.897";"6.897";"6.213";"684";"20";"20"
"PARNARAMA";"25.625";"25.625";"19.685";"5.940";"87";"87"
"CURIONÓPOLIS";"15.986";"15.986";"13.484";"2.502";"52";"52"
"SÃO JOAQUIM DA BARRA";"35.329";"35.329";"29.301";"6.028";"91";"91"
"SALINAS";"30.117";"30.117";"23.817";"6.300";"111";"111"
"CATAS ALTAS";"4.295";"4.295";"3.827";"468";"13";"13"
"SÃO JOSÉ DA VITÓRIA";"5.180";"5.180";"4.269";"911";"18";"18"
"CERRO AZUL";"12.725";"12.725";"11.388";"1.337";"59";"59"
"CENTRO DO GUILHERME";"6.147";"6.147";"5.020";"1.127";"19";"19"
"BEBERIBE";"40.506";"40.506";"34.629";"5.877";"142";"142"
"PIRASSUNUNGA";"53.957";"53.957";"42.604";"11.353";"152";"152"
"BIRITIBA MIRIM";"22.044";"22.044";"18.548";"3.496";"62";"62"
"MORRO DA GARÇA";"2.877";"2.877";"2.571";"306";"11";"11"
"CASA NOVA";"47.852";"47.852";"42.115";"5.737";"176";"176"
"CACHOEIRA DO SUL";"68.890";"68.890";"54.062";"14.828";"212";"212"
"ITAIPÉ";"8.479";"8.479";"6.497";"1.982";"27";"27"
"SANTA RITA DE IBITIPOCA";"3.181";"3.181";"2.911";"270";"14";"14"
"PORTO";"8.801";"8.801";"7.033";"1.768";"28";"28"
"POTENGI";"7.685";"7.685";"6.405";"1.280";"30";"30"
"ALTANEIRA";"5.918";"5.918";"4.952";"966";"23";"23"
"TOCANTÍNIA";"5.000";"5.000";"4.345";"655";"19";"19"
"LAGOA FORMOSA";"12.845";"12.845";"11.887";"958";"49";"49"
"PEDRA BONITA";"5.616";"5.616";"5.080";"536";"17";"17"
"POÇO BRANCO";"10.401";"10.401";"9.333";"1.068";"38";"38"
"PONTE SERRADA";"8.764";"8.764";"7.644";"1.120";"27";"27"
"TUPANCI DO SUL";"1.440";"1.440";"1.381";"59";"5";"5"
"IPERÓ";"17.666";"17.666";"14.592";"3.074";"48";"48"
"CAMPO DO TENENTE";"5.397";"5.397";"4.940";"457";"18";"18"
"PITANGUEIRAS";"28.575";"28.575";"23.416";"5.159";"75";"75"
"POSSE";"22.388";"22.388";"18.255";"4.133";"78";"78"
"ARACATI";"51.986";"51.986";"44.553";"7.433";"178";"178"
"NAZAREZINHO";"6.146";"6.146";"5.585";"561";"24";"24"
"SUD MENNUCCI";"6.388";"6.388";"5.634";"754";"18";"18"
"SABINO";"4.916";"4.916";"4.256";"660";"14";"14"
"PAVÃO";"6.249";"6.249";"5.258";"991";"19";"19"
"AROAZES";"5.322";"5.322";"4.458";"864";"21";"21"
"ITAÚ";"4.991";"4.991";"4.524";"467";"13";"13"
"QUIXERÉ";"17.023";"17.023";"15.057";"1.966";"53";"53"
"CAPELA DO ALTO ALEGRE";"9.069";"9.069";"7.881";"1.188";"30";"30"
"CALDEIRÃO GRANDE";"8.844";"8.844";"7.160";"1.684";"32";"32"
"CORUMBÁ DE GOIÁS";"6.754";"6.754";"6.175";"579";"28";"28"
"DOLCINÓPOLIS";"2.252";"2.252";"2.116";"136";"7";"7"
"BOREBI";"1.964";"1.964";"1.831";"133";"6";"6"
"CANOAS";"228.802";"228.802";"205.757";"23.045";"722";"722"
"LASTRO";"3.132";"3.132";"2.906";"226";"13";"13"
"GURJÃO";"2.985";"2.985";"2.686";"299";"11";"11"
"GUARACIAMA";"5.180";"5.180";"4.616";"564";"15";"15"
"MENDES";"14.818";"14.818";"12.670";"2.148";"50";"50"
"AGUDOS DO SUL";"6.773";"6.773";"6.261";"512";"23";"23"
"SANTA MARIA DO CAMBUCÁ";"10.270";"10.270";"8.882";"1.388";"29";"29"
"SIRIRI";"5.497";"5.497";"5.301";"196";"22";"22"
"SÃO BERNARDO";"19.866";"19.866";"15.384";"4.482";"70";"70"
"LUÍS ANTÔNIO";"8.644";"8.644";"7.535";"1.109";"23";"23"
"PORECATU";"11.026";"11.026";"9.102";"1.924";"38";"38"
"CORAÇÃO DE MARIA";"19.616";"19.616";"16.664";"2.952";"58";"58"
"PASSO FUNDO";"136.208";"136.208";"116.967";"19.241";"382";"382"
"ILHA DE ITAMARACÁ";"14.249";"14.249";"13.183";"1.066";"44";"44"
"RAFAEL GODEIRO";"3.424";"3.424";"3.187";"237";"9";"9"
"JANGADA";"5.622";"5.622";"5.336";"286";"24";"24"
"BRANQUINHA";"7.170";"7.170";"6.287";"883";"22";"22"
"ÁGUAS FORMOSAS";"14.533";"14.533";"10.786";"3.747";"43";"43"
"DOM MACEDO COSTA";"3.724";"3.724";"3.444";"280";"16";"16"
"CANDELÁRIA";"23.876";"23.876";"20.481";"3.395";"85";"85"
"IVAIPORÃ";"23.559";"23.559";"19.514";"4.045";"88";"88"
"PEDRO LAURENTINO";"2.633";"2.633";"2.378";"255";"12";"12"
"CAROLINA";"17.482";"17.482";"13.849";"3.633";"66";"66"
"BARÃO DE GRAJAÚ";"13.065";"13.065";"10.663";"2.402";"40";"40"
"SANTA TEREZINHA DO TOCANTINS";"2.150";"2.150";"1.983";"167";"7";"7"
"CALDEIRÃO GRANDE DO PIAUÍ";"4.248";"4.248";"3.676";"572";"14";"14"
"MOIPORÁ";"2.147";"2.147";"2.017";"130";"9";"9"
"ÁGUA FRIA DE GOIÁS";"4.748";"4.748";"4.037";"711";"14";"14"
"GOIATUBA";"26.436";"26.436";"22.656";"3.780";"83";"83"
"OURO FINO";"24.356";"24.356";"20.253";"4.103";"75";"75"
"RIO BONITO";"43.942";"43.942";"37.791";"6.151";"122";"122"
"TERRA DE AREIA";"7.566";"7.566";"6.552";"1.014";"24";"24"
"FORQUILHINHA";"17.451";"17.451";"16.092";"1.359";"48";"48"
"NOVA REDENÇÃO";"5.985";"5.985";"5.223";"762";"18";"18"
"CLÁUDIA";"7.729";"7.729";"6.157";"1.572";"26";"26"
"VIRMOND";"3.594";"3.594";"3.327";"267";"11";"11"
"BREVES";"55.016";"55.016";"43.665";"11.351";"159";"159"
"SALTO GRANDE";"6.935";"6.935";"5.593";"1.342";"19";"19"
"LOURDES";"2.070";"2.070";"1.892";"178";"7";"7"
"LAFAIETE COUTINHO";"3.421";"3.421";"3.025";"396";"13";"13"
"LAVRINHAS";"5.826";"5.826";"5.027";"799";"20";"20"
"MARIA DA FÉ";"12.189";"12.189";"10.531";"1.658";"34";"34"
"SENADOR ELÓI DE SOUZA";"5.426";"5.426";"4.641";"785";"15";"15"
"SÃO MIGUEL DO GOSTOSO";"7.357";"7.357";"6.538";"819";"27";"27"
"OURO VERDE DE GOIÁS";"3.979";"3.979";"3.589";"390";"14";"14"
"UBERABA";"213.388";"213.388";"174.742";"38.646";"619";"619"
"VARGEM GRANDE DO RIO PARDO";"3.732";"3.732";"3.267";"465";"14";"14"
"CLARAVAL";"4.618";"4.618";"4.183";"435";"12";"12"
"SÁTIRO DIAS";"13.133";"13.133";"10.210";"2.923";"40";"40"
"ITANHANGÁ";"4.163";"4.163";"3.361";"802";"12";"12"
"CANUDOS DO VALE";"2.088";"2.088";"1.986";"102";"11";"11"
"GUARAMIRANGA";"5.412";"5.412";"4.738";"674";"21";"21"
"ACAJUTIBA";"10.864";"10.864";"9.390";"1.474";"39";"39"
"TAPES";"13.351";"13.351";"10.581";"2.770";"40";"40"
"PRESIDENTE NEREU";"2.449";"2.449";"2.195";"254";"9";"9"
"AURILÂNDIA";"3.259";"3.259";"3.020";"239";"13";"13"
"PETROLINA DE GOIÁS";"7.965";"7.965";"6.809";"1.156";"28";"28"
"NOVA MARILÂNDIA";"2.569";"2.569";"2.180";"389";"8";"8"
"ANAURILÂNDIA";"6.512";"6.512";"5.647";"865";"18";"18"
"JAGUARETAMA";"15.777";"15.777";"13.116";"2.661";"58";"58"
"SÃO ROQUE";"55.089";"55.089";"44.773";"10.316";"167";"167"
"AREALVA";"6.222";"6.222";"5.408";"814";"20";"20"
"CLEVELÂNDIA";"13.552";"13.552";"11.006";"2.546";"46";"46"
"CANELA";"28.648";"28.648";"25.126";"3.522";"83";"83"
"PINHALZINHO";"23.411";"23.411";"20.379";"3.032";"63";"63"
"CUNHATAÍ";"1.647";"1.647";"1.610";"37";"5";"5"
"MADEIRO";"6.028";"6.028";"4.634";"1.394";"21";"21"
"VILA FLOR";"2.532";"2.532";"2.326";"206";"8";"8"
"LAGOA DE PEDRAS";"6.623";"6.623";"5.783";"840";"18";"18"
"PONTO BELO";"6.425";"6.425";"5.646";"779";"21";"21"
"JEQUIÁ DA PRAIA";"6.641";"6.641";"6.311";"330";"21";"21"
"CACEQUI";"10.888";"10.888";"8.455";"2.433";"39";"39"
"PORTO UNIÃO";"24.653";"24.653";"19.771";"4.882";"84";"84"
"CATOLÉ DO ROCHA";"21.076";"21.076";"17.881";"3.195";"71";"71"
"NOBRES";"11.512";"11.512";"9.750";"1.762";"43";"43"
"IÚNA";"20.986";"20.986";"17.266";"3.720";"76";"76"
"ALTA FLORESTA DO OESTE";"19.232";"19.232";"15.022";"4.210";"66";"66"
"NHANDEARA";"8.015";"8.015";"7.034";"981";"24";"24"
"GLÓRIA D'OESTE";"2.516";"2.516";"2.213";"303";"5";"5"
"LAURO DE FREITAS";"106.079";"106.079";"88.805";"17.274";"284";"284"
"PALMEIRAIS";"11.164";"11.164";"9.590";"1.574";"41";"41"
"PASSO DE TORRES";"5.036";"5.036";"4.532";"504";"14";"14"
"JACARAÚ";"12.820";"12.820";"10.390";"2.430";"42";"42"
"ITAJOBI";"12.522";"12.522";"10.820";"1.702";"33";"33"
"DORES DE CAMPOS";"7.357";"7.357";"6.863";"494";"23";"23"
"JAPONVAR";"7.647";"7.647";"6.237";"1.410";"25";"25"
"FLÓRIDA";"2.281";"2.281";"2.127";"154";"9";"9"
"GENERAL MAYNARD";"2.191";"2.191";"2.098";"93";"7";"7"
"CUMARU DO NORTE";"7.255";"7.255";"5.783";"1.472";"25";"25"
"ARAPIRACA";"119.280";"119.280";"111.052";"8.228";"365";"365"
"MARECHAL CÂNDIDO RONDON";"35.741";"35.741";"30.746";"4.995";"120";"120"
"SANTO ANTONIO DO CAIUÁ";"2.506";"2.506";"2.265";"241";"11";"11"
"HUGO NAPOLEÃO";"3.814";"3.814";"3.304";"510";"10";"10"
"CORAÇÃO DE JESUS";"21.167";"21.167";"16.834";"4.333";"79";"79"
"JUARINA";"1.862";"1.862";"1.738";"124";"9";"9"
"ALENQUER";"34.157";"34.157";"28.090";"6.067";"141";"141"
"NOVA ESPERANÇA DO SUL";"3.984";"3.984";"3.723";"261";"13";"13"
"NEÓPOLIS";"12.619";"12.619";"11.750";"869";"54";"54"
"ALCÂNTARA";"17.006";"17.006";"13.767";"3.239";"63";"63"
"CRUZMALTINA";"2.983";"2.983";"2.628";"355";"13";"13"
"ITAGUAÇU DA BAHIA";"9.317";"9.317";"7.964";"1.353";"29";"29"
"AGRONÔMICA";"3.777";"3.777";"3.597";"180";"15";"15"
"CARUARU";"185.946";"185.946";"176.714";"9.232";"608";"608"
"PRESIDENTE CASTELLO BRANCO";"1.497";"1.497";"1.463";"34";"6";"6"
"SANTARÉM";"193.870";"193.870";"154.077";"39.793";"669";"669"
"MANFRINÓPOLIS";"3.026";"3.026";"2.792";"234";"15";"15"
"GUATAMBÚ";"4.711";"4.711";"4.465";"246";"16";"16"
"CAMPO DO BRITO";"12.878";"12.878";"11.850";"1.028";"40";"40"
"DELFIM MOREIRA";"6.542";"6.542";"5.512";"1.030";"21";"21"
"ITAGUARA";"8.846";"8.846";"8.350";"496";"36";"36"
"GUARATINGUETÁ";"87.686";"87.686";"71.758";"15.928";"248";"248"
"ARIRANHA";"7.239";"7.239";"6.401";"838";"21";"21"
"SEGREDO";"6.128";"6.128";"5.603";"525";"29";"29"
"TEIXEIRA SOARES";"7.666";"7.666";"6.638";"1.028";"28";"28"
"PAULO RAMOS";"15.020";"15.020";"11.955";"3.065";"60";"60"
"LUCIANÓPOLIS";"1.938";"1.938";"1.750";"188";"6";"6"
"NOVA ERECHIM";"3.627";"3.627";"3.456";"171";"9";"9"
"ANHANGÜERA";"1.017";"1.017";"967";"50";"3";"3"
"ONÇA DE PITANGUI";"2.993";"2.993";"2.846";"147";"11";"11"
"ATALÉIA";"12.011";"12.011";"8.991";"3.020";"40";"40"
"SÃO JOSÉ DA BARRA";"6.051";"6.051";"5.190";"861";"21";"21"
"SÃO JOÃO DO PACUÍ";"3.638";"3.638";"3.288";"350";"14";"14"
"DOURADOS";"143.645";"143.645";"118.152";"25.493";"418";"418"
"ARARANGUÁ";"45.612";"45.612";"39.804";"5.808";"131";"131"
"SANTA ROSA DO PIAUÍ";"4.458";"4.458";"3.492";"966";"19";"19"
"DIVINA PASTORA";"3.325";"3.325";"3.185";"140";"17";"17"
"PEDRO DO ROSÁRIO";"15.808";"15.808";"12.792";"3.016";"64";"64"
"BEQUIMÃO";"16.041";"16.041";"13.894";"2.147";"55";"55"
"SÃO JOÃO DOS PATOS";"19.352";"19.352";"15.318";"4.034";"57";"57"
"PRIMAVERA DO LESTE";"37.790";"37.790";"31.411";"6.379";"103";"103"
"QUEBRANGULO";"8.607";"8.607";"7.871";"736";"27";"27"
"VICENTE DUTRA";"4.364";"4.364";"3.788";"576";"23";"23"
"CRUZ";"19.554";"19.554";"15.211";"4.343";"61";"61"
"TREMEDAL";"15.357";"15.357";"12.832";"2.525";"60";"60"
"CACULÉ";"15.744";"15.744";"13.456";"2.288";"49";"49"
"CHOPINZINHO";"15.701";"15.701";"13.366";"2.335";"62";"62"
"RIO DOS CEDROS";"7.992";"7.992";"7.459";"533";"25";"25"
"JAGUARUNA";"13.643";"13.643";"12.314";"1.329";"42";"42"
"MURICI DOS PORTELAS";"6.123";"6.123";"4.916";"1.207";"26";"26"
"NOSSA SENHORA DE NAZARÉ";"4.751";"4.751";"4.051";"700";"16";"16"
"DOM ELISEU";"28.949";"28.949";"22.322";"6.627";"105";"105"
"SERRA NOVA DOURADA";"1.468";"1.468";"1.235";"233";"4";"4"
"ANDIRÁ";"17.616";"17.616";"14.286";"3.330";"53";"53"
"REGENERAÇÃO";"14.130";"14.130";"11.120";"3.010";"48";"48"
"CAMOCIM DE SÃO FÉLIX";"14.356";"14.356";"12.050";"2.306";"41";"41"
"TANQUE DO PIAUÍ";"2.432";"2.432";"2.095";"337";"9";"9"
"LIBERDADE";"4.357";"4.357";"3.756";"601";"15";"15"
"PALMITINHO";"5.917";"5.917";"5.461";"456";"28";"28"
"CAXINGÓ";"4.723";"4.723";"4.089";"634";"15";"15"
"PIMENTEIRAS DO OESTE";"2.309";"2.309";"1.888";"421";"6";"6"
"DIONÍSIO CERQUEIRA";"11.290";"11.290";"9.677";"1.613";"46";"46"
"LUCRÉCIA";"3.304";"3.304";"3.109";"195";"9";"9"
"TATUÍ";"79.379";"79.379";"65.148";"14.231";"213";"213"
"ARANDU";"5.298";"5.298";"4.633";"665";"14";"14"
"FELIXLÂNDIA";"11.641";"11.641";"9.580";"2.061";"34";"34"
"SANTA BÁRBARA DO MONTE VERDE";"3.429";"3.429";"3.113";"316";"10";"10"
"SÃO ROQUE DE MINAS";"5.449";"5.449";"4.759";"690";"19";"19"
"SÃO JOÃO DO MANHUAÇU";"7.709";"7.709";"6.843";"866";"23";"23"
"SÃO FRANCISCO DO CONDE";"28.901";"28.901";"27.002";"1.899";"81";"81"
"LIDIANÓPOLIS";"3.755";"3.755";"3.184";"571";"13";"13"
"FLORES DE GOIÁS";"6.810";"6.810";"5.666";"1.144";"23";"23"
"BUENOS AIRES";"11.050";"11.050";"9.794";"1.256";"31";"31"
"NOVA MONTE VERDE";"5.593";"5.593";"4.293";"1.300";"18";"18"
"ITUPORANGA";"16.748";"16.748";"15.411";"1.337";"50";"50"
"MODELO";"3.169";"3.169";"3.008";"161";"11";"11"
"DOURADINA";"9.729";"9.729";"8.900";"829";"34";"34"
"ECHAPORÃ";"5.373";"5.373";"4.412";"961";"15";"15"
"PORTO XAVIER";"9.057";"9.057";"7.561";"1.496";"31";"31"
"RIO DO ANTÔNIO";"11.463";"11.463";"8.656";"2.807";"37";"37"
"CARLOS BARBOSA";"20.334";"20.334";"18.435";"1.899";"63";"63"
"SÃO LOURENÇO DO SUL";"35.660";"35.660";"29.887";"5.773";"105";"105"
"GUAPOREMA";"1.904";"1.904";"1.705";"199";"6";"6"
"PRIMAVERA";"19.681";"19.681";"16.387";"3.294";"57";"57"
"RIBEIRÃO PRETO";"419.435";"419.435";"336.780";"82.655";"1.105";"1.105"
"ARRAIAL";"4.080";"4.080";"3.313";"767";"16";"16"
"ALEGRETE DO PIAUÍ";"4.255";"4.255";"3.708";"547";"14";"14"
"MAIRIPOTABA";"2.534";"2.534";"2.395";"139";"10";"10"
"VIRGOLÂNDIA";"4.221";"4.221";"3.571";"650";"16";"16"
"GUAPIMIRIM";"37.351";"37.351";"31.482";"5.869";"102";"102"
"POÁ";"88.744";"88.744";"75.151";"13.593";"240";"240"
"RIACHÃO DAS NEVES";"17.177";"17.177";"14.818";"2.359";"76";"76"
"TUPARENDI";"7.127";"7.127";"6.538";"589";"25";"25"
"JAPIRA";"4.137";"4.137";"3.612";"525";"15";"15"
"BELÁGUA";"5.112";"5.112";"4.674";"438";"16";"16"
"VIÇOSA DO CEARÁ";"41.770";"41.770";"33.417";"8.353";"146";"146"
"RUBIÁCEA";"2.515";"2.515";"2.199";"316";"8";"8"
"BURI";"14.709";"14.709";"12.114";"2.595";"40";"40"
"FORTUNA DE MINAS";"2.640";"2.640";"2.380";"260";"9";"9"
"BARRA DO BUGRES";"22.770";"22.770";"18.124";"4.646";"60";"60"
"PAULINO NEVES";"11.709";"11.709";"9.485";"2.224";"42";"42"
"PARÁ DE MINAS";"56.610";"56.610";"51.782";"4.828";"178";"178"
"BRÁS PIRES";"4.309";"4.309";"3.837";"472";"12";"12"
"BOM JESUS DA SERRA";"8.668";"8.668";"6.439";"2.229";"24";"24"
"ORLÂNDIA";"30.504";"30.504";"25.636";"4.868";"81";"81"
"JUNDIAÍ DO SUL";"2.641";"2.641";"2.365";"276";"10";"10"
"JOÃO ALFREDO";"22.399";"22.399";"19.236";"3.163";"66";"66"
"SEBASTIÃO BARROS";"4.064";"4.064";"3.647";"417";"14";"14"
"CARACOL";"12.378";"12.378";"10.763";"1.615";"40";"40"
"NOVA INDEPENDÊNCIA";"2.903";"2.903";"2.700";"203";"10";"10"
"QUATRO BARRAS";"13.860";"13.860";"12.361";"1.499";"42";"42"
"RONDON";"7.313";"7.313";"6.564";"749";"23";"23"
"RANCHO QUEIMADO";"2.588";"2.588";"2.522";"66";"9";"9"
"JOSÉ DE FREITAS";"30.010";"30.010";"25.004";"5.006";"101";"101"
"CARANGOLA";"25.080";"25.080";"20.082";"4.998";"71";"71"
"JAGUAQUARA";"35.461";"35.461";"27.017";"8.444";"108";"108"
"IVOTI";"14.822";"14.822";"13.522";"1.300";"41";"41"
"ACORIZAL";"4.978";"4.978";"4.794";"184";"19";"19"
"GOVERNADOR JORGE TEIXEIRA";"8.197";"8.197";"6.997";"1.200";"27";"27"
"CHAVANTES";"9.719";"9.719";"8.112";"1.607";"27";"27"
"GARANHUNS";"88.160";"88.160";"71.224";"16.936";"250";"250"
"SÃO JOSÉ DO MANTIMENTO";"2.341";"2.341";"2.176";"165";"7";"7"
"CARMO DA CACHOEIRA";"9.515";"9.515";"8.040";"1.475";"29";"29"
"PONTES GESTAL";"2.385";"2.385";"2.203";"182";"8";"8"
"ARIRANHA DO IVAÍ";"2.366";"2.366";"2.132";"234";"10";"10"
"SÃO PEDRO DA ALDEIA";"57.705";"57.705";"46.774";"10.931";"171";"171"
"PARNAÍBA";"97.288";"97.288";"77.695";"19.593";"275";"275"
"PÉROLA";"7.675";"7.675";"6.905";"770";"28";"28"
"JATAÚBA";"13.274";"13.274";"10.996";"2.278";"39";"39"
"ITAPORANGA D'AJUDA";"21.775";"21.775";"20.386";"1.389";"75";"75"
"BANDEIRANTES";"31.222";"31.222";"25.868";"5.354";"106";"106"
"PORTO FELIZ";"37.547";"37.547";"30.923";"6.624";"99";"99"
"CAIAPÔNIA";"12.069";"12.069";"10.370";"1.699";"38";"38"
"LAJEADO NOVO";"5.982";"5.982";"5.180";"802";"19";"19"
"NOVA TIMBOTEUA";"11.040";"11.040";"9.490";"1.550";"34";"34"
"HUMAITÁ";"29.845";"29.845";"24.728";"5.117";"98";"98"
"SÃO GABRIEL DA CACHOEIRA";"24.978";"24.978";"18.762";"6.216";"78";"78"
"VISTA ALEGRE DO ALTO";"5.204";"5.204";"4.603";"601";"14";"14"
"SARAPUÍ";"7.060";"7.060";"5.905";"1.155";"21";"21"
"GRÃO-PARÁ";"5.678";"5.678";"5.418";"260";"20";"20"
"COCAL DE TELHA";"4.483";"4.483";"3.473";"1.010";"14";"14"
"AMARALINA";"2.795";"2.795";"2.473";"322";"10";"10"
"MAGALHÃES BARATA";"7.576";"7.576";"6.928";"648";"26";"26"
"NOVA GUARITA";"3.660";"3.660";"2.997";"663";"10";"10"
"TANQUE D'ARCA";"4.660";"4.660";"4.262";"398";"19";"19"
"VARGEM GRANDE PAULISTA";"33.430";"33.430";"28.241";"5.189";"97";"97"
"CORURIPE";"34.861";"34.861";"31.494";"3.367";"112";"112"
"RIO GRANDE";"147.322";"147.322";"123.654";"23.668";"391";"391"
"MONTE ALEGRE DE MINAS";"15.085";"15.085";"12.585";"2.500";"49";"49"
"SÃO DOMINGOS DO SUL";"2.548";"2.548";"2.424";"124";"8";"8"
"TRÊS RANCHOS";"3.378";"3.378";"3.082";"296";"11";"11"
"LAGO DO JUNCO";"7.822";"7.822";"6.484";"1.338";"27";"27"
"MARACANAÚ";"147.396";"147.396";"129.593";"17.803";"404";"404"
"SANTANA DE PARNAÍBA";"72.122";"72.122";"61.753";"10.369";"193";"193"
"SÃO SEBASTIÃO DO RIO PRETO";"1.506";"1.506";"1.352";"154";"7";"7"
"MÂNCIO LIMA";"10.561";"10.561";"8.810";"1.751";"36";"36"
"VALENTIM GENTIL";"8.969";"8.969";"7.786";"1.183";"24";"24"
"CRUZEIRO DA FORTALEZA";"3.881";"3.881";"3.568";"313";"12";"12"
"BROTAS DE MACAÚBAS";"8.721";"8.721";"7.379";"1.342";"36";"36"
"NOVA BANDEIRANTES";"9.020";"9.020";"7.026";"1.994";"29";"29"
"SETE BARRAS";"11.398";"11.398";"8.548";"2.850";"35";"35"
"MONTE SANTO";"41.851";"41.851";"30.924";"10.927";"138";"138"
"TOMAZINA";"6.770";"6.770";"6.046";"724";"25";"25"
"CAPELA";"31.900";"31.900";"29.998";"1.902";"112";"112"
"TUNTUM";"28.497";"28.497";"21.923";"6.574";"90";"90"
"JAMPRUCA";"4.071";"4.071";"3.565";"506";"13";"13"
"ITAPERUNA";"74.321";"74.321";"60.253";"14.068";"231";"231"
"DOM JOAQUIM";"3.754";"3.754";"3.302";"452";"17";"17"
"CAMPO FORMOSO";"47.007";"47.007";"39.091";"7.916";"172";"172"
"PRESIDENTE GETÚLIO";"11.704";"11.704";"10.541";"1.163";"31";"31"
"BARRA DE SANTANA";"7.460";"7.460";"6.293";"1.167";"27";"27"
"CANINDÉ";"55.833";"55.833";"43.523";"12.310";"206";"206"
"FIGUEIRÓPOLIS D'OESTE";"3.271";"3.271";"2.866";"405";"7";"7"
"CORDEIRÓPOLIS";"16.897";"16.897";"14.620";"2.277";"46";"46"
"PRINCESA";"2.407";"2.407";"2.294";"113";"9";"9"
"CARIRA";"14.599";"14.599";"13.703";"896";"57";"57"
"HUMBERTO DE CAMPOS";"20.390";"20.390";"17.076";"3.314";"74";"74"
"MORRO AGUDO DE GOIÁS";"2.333";"2.333";"2.227";"106";"7";"7"
"ALTAMIRA DO MARANHÃO";"5.178";"5.178";"4.560";"618";"16";"16"
"ITAIPAVA DO GRAJAÚ";"9.546";"9.546";"7.972";"1.574";"34";"34"
"BOA VISTA";"188.682";"188.682";"157.723";"30.959";"560";"560"
"PORANGABA";"6.698";"6.698";"5.777";"921";"19";"19"
"PEÇANHA";"12.986";"12.986";"10.166";"2.820";"44";"44"
"IBITIÚRA DE MINAS";"3.390";"3.390";"3.132";"258";"11";"11"
"SÃO PEDRO DAS MISSÕES";"1.770";"1.770";"1.689";"81";"5";"5"
"IBIMIRIM";"18.392";"18.392";"14.888";"3.504";"64";"64"
"GUARAÍTA";"2.337";"2.337";"2.218";"119";"8";"8"
"JABOTICABAL";"52.845";"52.845";"41.762";"11.083";"138";"138"
"SANTALUZ";"27.927";"27.927";"24.028";"3.899";"91";"91"
"SÃO GABRIEL DA PALHA";"24.327";"24.327";"20.373";"3.954";"78";"78"
"GÁLIA";"5.596";"5.596";"4.470";"1.126";"17";"17"
"GUARÁ";"15.089";"15.089";"12.542";"2.547";"41";"41"
"URÂNIA";"6.562";"6.562";"5.798";"764";"25";"25"
"COIMBRA";"5.553";"5.553";"5.381";"172";"18";"18"
"ROQUE GONZALES";"6.001";"6.001";"5.446";"555";"25";"25"
"URAÍ";"8.311";"8.311";"7.329";"982";"31";"31"
"CATURAÍ";"3.892";"3.892";"3.595";"297";"13";"13"
"LARANJAL";"10.691";"10.691";"9.357";"1.334";"40";"40"
"PALMITAL";"29.235";"29.235";"23.481";"5.754";"97";"97"
